carat,clarity,color,cut,depth,table,x,y,z,class,volume
0.5,0,2,3,61.9,58.0,5.15,5.05,3.15,"[0, 5000]",81.9236320915224
0.5,2,2,1,63.1,61.0,5.06,4.98,3.17,"[0, 5000]",79.88019732514189
0.3,7,3,4,62.1,55.0,4.32,4.34,2.69,"[0, 5000]",50.43427685008636
0.57,3,2,4,61.7,57.0,5.33,5.36,3.3,"[0, 5000]",94.27703963663096
0.24,6,1,2,61.7,58.0,3.94,4.0,2.45,"[0, 5000]",38.61200131225587
0.71,3,1,3,62.2,59.0,5.71,5.61,3.52,"[0, 5000]",112.75651482584571
0.51,6,2,4,62.0,57.0,5.11,5.15,3.18,"[0, 5000]",83.68647549308312
0.94,1,0,4,62.2,56.0,6.24,6.27,3.89,"(5000, 10000]",152.19547005887588
0.32,4,3,4,62.1,55.0,4.42,4.4,2.74,"[0, 5000]",53.287522260246305
0.41,2,1,2,63.3,57.0,4.75,4.73,3.0,"[0, 5000]",67.40250027179718
0.59,7,3,2,60.9,57.0,5.38,5.42,3.29,"[0, 5000]",95.93508627875518
1.22,4,3,4,60.7,57.0,6.93,6.94,4.21,"(5000, 10000]",202.476580488573
2.17,1,0,3,62.2,59.0,8.28,8.34,5.17,15000+,357.01538428672
0.6,2,4,2,60.4,63.0,5.45,5.41,3.28,"[0, 5000]",96.7091530442287
1.02,3,2,2,63.3,58.0,6.36,6.38,4.03,"(5000, 10000]",163.52451887940637
0.71,4,0,4,60.4,60.0,5.77,5.82,3.5,"[0, 5000]",117.53490307817458
1.01,4,4,1,63.8,59.0,6.3,6.34,4.03,"(5000, 10000]",160.96627712753354
0.42,6,3,3,59.3,59.0,4.9,4.92,2.91,"[0, 5000]",70.15428452247629
0.46,5,3,4,62.4,54.4,4.93,4.98,3.09,"[0, 5000]",75.86382154173666
0.7,5,6,2,63.2,55.0,5.63,5.57,3.54,"[0, 5000]",111.01121848151398
1.01,1,1,3,58.6,58.0,6.66,6.62,3.89,"[0, 5000]",171.50698573086154
0.24,5,1,2,57.7,61.0,4.12,4.13,2.38,"[0, 5000]",40.49712994455716
0.9,4,6,4,62.6,54.0,6.15,6.18,3.86,"[0, 5000]",146.7070142128086
1.0,2,0,2,63.2,59.0,6.29,6.4,4.01,"(5000, 10000]",161.42657064030655
2.15,4,6,4,60.9,55.0,8.35,8.39,5.1,15000+,357.28817426199925
0.79,2,2,2,62.7,60.0,5.82,5.89,3.67,"[0, 5000]",125.80686947423737
0.91,3,4,3,61.9,59.0,6.23,6.18,3.84,"[0, 5000]",147.84536904134566
0.93,2,2,3,62.3,58.0,6.18,6.22,3.86,"[0, 5000]",148.37684284113732
1.05,4,1,1,63.1,59.0,6.45,6.49,4.08,"(5000, 10000]",170.7908257325367
1.08,3,3,4,62.4,55.0,6.62,6.55,4.11,"(5000, 10000]",178.21371789806363
0.39,4,1,3,59.6,60.0,4.75,4.72,2.82,"[0, 5000]",63.22439569292075
0.55,2,1,4,60.1,57.0,5.36,5.38,3.22,"[0, 5000]",92.85450111313638
1.51,3,1,3,62.2,58.0,7.33,7.27,4.54,"(10000, 15000]",241.9325088143082
0.32,2,1,1,62.5,61.0,4.32,4.35,2.71,"[0, 5000]",50.926321624002426
0.32,6,4,3,62.7,57.0,4.41,4.36,2.75,"[0, 5000]",52.87589978966707
1.71,4,6,2,61.9,59.0,7.6,7.69,4.73,"(10000, 15000]",276.44011970282554
0.31,5,3,4,60.8,56.0,4.4,4.38,2.67,"[0, 5000]",51.45624393007289
1.67,4,4,4,61.8,55.9,7.57,7.6,4.69,"(10000, 15000]",269.825086024847
0.33,3,1,4,61.9,56.0,4.45,4.4,2.74,"[0, 5000]",53.64919905004496
0.84,3,3,1,63.6,59.0,5.94,5.89,3.76,"[0, 5000]",131.5496139516048
0.31,6,3,4,62.5,56.0,4.3,4.34,2.69,"[0, 5000]",50.20078505958573
0.27,3,1,2,58.6,57.0,4.3,4.33,2.53,"[0, 5000]",47.10607072678561
0.52,3,1,4,60.4,57.0,5.22,5.17,3.14,"[0, 5000]",84.74043667562282
1.25,1,5,3,61.0,60.0,6.98,6.93,4.24,"(5000, 10000]",205.09472040875266
0.31,4,3,2,63.0,57.0,4.28,4.32,2.71,"[0, 5000]",50.106821152656714
1.34,1,6,2,62.7,56.0,7.05,7.08,4.43,"(5000, 10000]",221.11901503120401
1.0,1,5,1,63.9,60.0,6.26,6.3,4.01,"[0, 5000]",158.14639959682543
1.51,3,1,2,62.4,58.0,7.26,7.33,4.55,"(10000, 15000]",242.13190526344312
0.71,3,1,4,61.7,56.0,5.73,5.75,3.54,"[0, 5000]",116.63414913139343
1.2,3,2,2,62.4,58.0,6.75,6.81,4.23,"(5000, 10000]",194.44252424297332
0.44,6,3,4,61.6,56.0,4.88,4.9,3.01,"[0, 5000]",71.97512286067965
1.03,2,3,4,62.4,57.0,6.47,6.52,4.05,"[0, 5000]",170.8468220060441
0.3,4,1,2,63.4,55.0,4.26,4.29,2.71,"[0, 5000]",49.52633691771699
0.77,1,1,4,62.4,56.0,5.83,5.86,3.65,"[0, 5000]",124.69787446738242
1.2,1,6,3,58.7,59.0,6.99,6.94,4.09,"[0, 5000]",198.40835654129197
0.3,3,0,4,62.3,54.0,4.3,4.33,2.69,"[0, 5000]",50.085112404518114
1.21,1,4,4,62.1,55.0,6.87,6.82,4.25,"(5000, 10000]",199.12695169501296
0.31,3,4,1,63.2,58.0,4.31,4.33,2.73,"[0, 5000]",50.948077781860356
1.02,1,2,1,59.2,58.0,6.51,6.56,3.87,"[0, 5000]",165.27067148180564
0.81,1,2,4,62.9,57.0,5.97,5.93,3.74,"[0, 5000]",132.4038458516284
1.5,1,0,1,63.4,59.0,7.2,7.25,4.58,"(5000, 10000]",239.07598968410502
1.83,0,3,3,62.0,58.0,7.84,7.8,4.85,"(5000, 10000]",296.58720719299305
1.01,1,2,1,63.7,59.0,6.38,6.28,4.03,"[0, 5000]",161.46760869704872
0.57,1,2,3,60.4,58.0,5.4,5.37,3.25,"[0, 5000]",94.24349965596195
0.32,3,3,3,61.2,59.0,4.41,4.38,2.69,"[0, 5000]",51.959502665039004
1.22,1,4,4,61.0,57.0,6.89,6.95,4.22,"(5000, 10000]",202.07679049161015
0.52,4,4,4,61.7,55.0,5.21,5.17,3.2,"[0, 5000]",86.19424318747048
0.3,4,4,2,62.3,56.0,4.29,4.32,2.68,"[0, 5000]",49.66790676917269
1.01,5,3,2,61.9,58.0,6.38,6.44,3.97,"(5000, 10000]",163.11618955071646
0.46,4,2,1,59.2,63.0,5.0,5.03,2.97,"[0, 5000]",74.6955038352013
1.12,5,2,4,61.4,57.0,6.66,6.69,4.1,"(5000, 10000]",182.67713312799455
0.27,5,1,2,61.9,58.0,4.1,4.14,2.55,"[0, 5000]",43.283696787929614
0.71,1,4,4,62.1,56.0,5.76,5.71,3.56,"[0, 5000]",117.0869795528869
1.15,5,2,4,62.1,55.0,6.74,6.69,4.17,"(5000, 10000]",188.02780066318115
1.2,4,5,1,57.8,61.0,7.02,6.96,4.04,"(5000, 10000]",197.39116668173216
0.35,2,2,4,61.5,54.0,4.54,4.6,2.81,"[0, 5000]",58.68403709527974
0.23,6,1,2,61.4,59.0,3.93,3.99,2.43,"[0, 5000]",38.10410278513243
1.05,3,4,3,61.1,58.0,6.57,6.53,4.0,"(5000, 10000]",171.60840999755874
0.31,2,1,3,62.7,58.0,4.35,4.32,2.72,"[0, 5000]",51.11424144813534
0.31,4,4,2,63.2,57.0,4.32,4.29,2.72,"[0, 5000]",50.40921808506775
1.0,2,4,3,61.5,58.0,6.45,6.37,3.94,"[0, 5000]",161.88080465567586
1.0,2,5,1,63.2,56.0,6.31,6.37,4.01,"[0, 5000]",161.1807518425043
0.9,5,5,4,61.9,55.0,6.21,6.23,3.85,"[0, 5000]",148.94995268138882
0.37,2,3,3,60.0,57.0,4.7,4.67,2.81,"[0, 5000]",61.676687248725884
0.23,6,3,2,62.0,56.0,3.95,3.98,2.46,"[0, 5000]",38.67366125190736
0.3,3,0,4,61.4,55.0,4.32,4.34,2.66,"[0, 5000]",49.87181334436817
0.9,1,2,2,62.4,59.0,6.1,6.17,3.83,"[0, 5000]",144.1497066573429
0.38,4,2,4,61.1,56.0,4.69,4.71,2.87,"[0, 5000]",63.39801175897021
0.6,4,1,2,60.0,58.0,5.5,5.56,3.32,"[0, 5000]",101.5255969137192
0.42,2,0,4,62.0,55.0,4.83,4.84,3.0,"[0, 5000]",70.13160110321041
1.71,2,6,3,62.9,58.0,7.64,7.58,4.79,"(5000, 10000]",277.3946381511727
0.51,2,0,3,62.3,57.0,5.13,5.08,3.18,"[0, 5000]",82.87207434383009
0.4,2,0,2,63.4,58.0,4.64,4.67,2.95,"[0, 5000]",63.92296023819919
1.05,1,6,4,61.3,56.0,6.56,6.59,4.03,"[0, 5000]",174.21852358439074
0.27,5,1,2,60.5,60.0,4.19,4.2,2.54,"[0, 5000]",44.69891790920257
0.3,3,0,3,60.5,58.0,4.35,4.38,2.64,"[0, 5000]",50.299922210226036
1.01,4,3,3,62.7,58.0,6.41,6.38,4.01,"(5000, 10000]",163.99216639812838
1.5,4,5,2,62.7,59.0,7.19,7.26,4.53,"(5000, 10000]",236.4633022885671
0.41,1,0,2,63.8,57.0,4.71,4.73,3.01,"[0, 5000]",67.0576836010542
0.51,2,0,4,61.8,55.0,5.14,5.18,3.19,"[0, 5000]",84.9343845026245
1.71,5,6,4,61.6,59.0,7.65,7.68,4.72,"(10000, 15000]",277.3094249320221
1.71,2,5,3,60.2,58.0,7.75,7.79,4.68,"(10000, 15000]",282.5432882527829
1.0,3,2,3,62.7,58.0,6.4,6.33,3.99,"(5000, 10000]",161.64288084677693
0.59,7,6,1,63.7,59.0,5.3,5.28,3.37,"[0, 5000]",94.30608393873204
0.31,5,4,3,61.4,59.0,4.38,4.35,2.68,"[0, 5000]",51.06204148661611
2.01,1,5,3,58.2,61.0,8.24,8.2,4.78,"(10000, 15000]",322.9750376925654
1.01,3,2,2,61.3,61.0,6.34,6.38,3.9,"(5000, 10000]",157.75189048389458
1.02,1,6,3,62.3,58.0,6.42,6.37,3.98,"[0, 5000]",162.76369179011914
1.5,3,3,2,62.1,57.0,7.21,7.31,4.51,"(10000, 15000]",237.70001246022983
1.0,2,4,4,61.4,57.0,6.37,6.34,3.9,"[0, 5000]",157.5046248125648
0.35,2,2,2,61.0,55.0,4.6,4.63,2.81,"[0, 5000]",59.84737901982304
0.72,2,0,4,61.1,56.0,5.78,5.81,3.54,"[0, 5000]",118.87957386336892
1.0,1,4,1,63.2,59.0,6.24,6.29,3.96,"[0, 5000]",155.42841085354613
1.23,5,2,3,58.5,59.0,7.07,6.98,4.11,"(10000, 15000]",202.822758067568
0.71,2,6,2,63.5,58.0,5.63,5.67,3.59,"[0, 5000]",114.60034013161366
0.4,5,1,4,62.1,55.0,4.76,4.74,2.95,"[0, 5000]",66.55908106235489
0.52,2,0,4,62.2,57.0,5.13,5.16,3.2,"[0, 5000]",84.70656064699166
0.53,5,1,2,62.3,55.0,5.18,5.22,3.23,"[0, 5000]",87.33790211103829
0.55,3,1,2,61.0,59.0,5.31,5.34,2.25,"[0, 5000]",63.79965113553999
1.52,4,6,4,62.8,54.3,7.32,7.35,4.61,"(5000, 10000]",248.0272297816372
0.27,6,0,4,62.2,56.0,4.15,4.12,2.57,"[0, 5000]",43.94185864780424
0.4,4,3,3,62.2,55.0,4.83,4.69,2.96,"[0, 5000]",67.0519926230583
0.9,3,3,3,60.8,61.0,6.22,6.12,3.75,"[0, 5000]",142.74899251556405
1.57,2,3,4,61.8,55.0,7.49,7.43,4.61,"(10000, 15000]",256.549720663162
0.31,7,3,3,61.6,55.0,4.42,4.38,2.71,"[0, 5000]",52.46451901490026
0.56,6,5,2,62.4,56.0,5.24,5.28,3.28,"[0, 5000]",90.74841485058579
1.27,1,6,4,61.2,55.7,6.95,6.99,4.27,"[0, 5000]",207.43872158806826
0.32,4,3,3,61.0,59.0,4.43,4.39,2.69,"[0, 5000]",52.31431049458884
0.5,3,1,3,62.3,60.0,5.09,5.05,3.16,"[0, 5000]",81.22622770908856
1.02,4,3,1,64.3,57.0,6.28,6.34,4.06,"(5000, 10000]",161.64971901280975
1.5,2,0,3,60.5,59.0,7.44,7.39,4.49,"(10000, 15000]",246.86736885421954
1.51,6,3,2,62.2,58.0,7.3,7.33,4.55,15000+,243.4659640332223
0.51,2,1,1,63.9,56.0,5.07,5.11,3.25,"[0, 5000]",84.20003005084999
0.31,4,3,4,62.1,55.0,4.33,4.37,2.7,"[0, 5000]",51.08966866415499
0.9,2,5,4,60.8,57.0,6.25,6.22,3.79,"[0, 5000]",147.3362435472012
1.6,4,4,2,61.2,58.6,7.48,7.63,4.62,"(10000, 15000]",263.67448609573734
0.3,3,6,2,62.2,57.0,4.28,4.3,2.67,"[0, 5000]",49.13868599256539
1.0,3,2,2,62.5,58.0,6.32,6.36,3.96,"(5000, 10000]",159.17300119821184
1.33,2,4,3,61.9,58.0,6.98,7.04,4.34,"(5000, 10000]",213.26413492521664
1.01,2,2,0,57.9,57.0,6.53,6.57,3.79,"(5000, 10000]",162.59896683610157
0.42,2,2,3,61.8,58.0,4.81,4.84,2.98,"[0, 5000]",69.37559380590055
0.8,4,1,1,60.2,54.0,6.04,6.01,3.63,"[0, 5000]",131.77046034030542
0.51,3,1,4,62.5,55.0,5.13,5.08,3.19,"[0, 5000]",83.13267809719846
0.49,5,1,4,61.9,56.0,5.05,5.1,3.14,"[0, 5000]",80.87070424399376
1.09,4,5,4,61.4,56.0,6.61,6.66,4.07,"(5000, 10000]",179.17198907102193
0.3,2,0,4,61.0,57.0,4.33,4.29,2.63,"[0, 5000]",48.8540918306045
0.92,2,2,2,62.7,57.0,6.14,6.2,3.87,"[0, 5000]",147.32314790771517
2.01,2,4,3,60.6,59.0,8.23,8.17,4.97,"(10000, 15000]",334.1782974258866
0.41,6,5,3,61.9,57.0,4.82,4.78,2.97,"[0, 5000]",68.42761809966676
0.37,5,0,3,61.0,60.0,4.64,4.61,2.82,"[0, 5000]",60.32092658333201
0.78,2,1,4,62.1,58.0,5.86,5.9,3.65,"[0, 5000]",126.19510821228045
0.51,2,3,4,61.7,54.0,5.14,5.2,3.19,"[0, 5000]",85.26231618724822
0.32,5,1,4,61.5,57.0,4.41,4.4,2.71,"[0, 5000]",52.584840060491516
0.5,4,3,3,60.7,60.0,5.09,5.12,3.1,"[0, 5000]",80.78847813076013
1.53,4,2,2,60.3,58.0,7.48,7.51,4.52,15000+,253.91010331440734
0.33,3,3,4,62.3,57.0,4.43,4.4,2.75,"[0, 5000]",53.60299908471103
0.63,5,1,4,61.6,57.0,5.52,5.49,3.39,"[0, 5000]",102.73327054110133
0.4,2,6,2,58.9,59.0,4.84,4.87,2.86,"[0, 5000]",67.4124860684623
0.42,6,4,4,61.8,55.0,4.85,4.8,2.98,"[0, 5000]",69.37440183658596
0.3,4,1,2,58.4,62.0,4.37,4.43,2.57,"[0, 5000]",49.75288247680773
0.9,3,2,1,63.6,59.0,6.11,6.06,3.87,"[0, 5000]",143.29293954083053
0.67,6,3,4,62.4,55.0,5.6,5.62,3.5,"[0, 5000]",110.15199588108067
0.56,6,2,4,62.1,56.0,5.29,5.3,3.29,"[0, 5000]",92.24173158487315
0.29,6,2,2,62.1,55.0,4.26,4.28,2.65,"[0, 5000]",48.31692670331986
0.4,7,3,2,61.0,59.0,4.75,4.79,2.91,"[0, 5000]",66.2097764255762
0.34,5,1,3,62.7,59.0,4.43,4.41,2.77,"[0, 5000]",54.115546657989604
1.01,3,1,2,62.0,55.0,6.42,6.46,3.99,"(5000, 10000]",165.47807133919144
0.3,5,2,2,62.5,56.0,4.26,4.29,2.67,"[0, 5000]",48.79532158209233
0.23,4,0,2,61.9,58.0,3.92,3.96,2.44,"[0, 5000]",37.87660999029544
2.0,1,4,3,59.7,61.0,8.2,8.15,4.88,15000+,326.1303847972868
0.78,3,0,4,61.9,56.0,5.88,5.94,3.66,"[0, 5000]",127.83355871724712
0.7,1,1,3,62.0,55.0,5.65,5.61,3.49,"[0, 5000]",110.62078980217463
0.42,4,4,3,61.6,58.0,4.82,4.79,2.96,"[0, 5000]",68.33989077036286
0.99,2,2,4,62.1,58.0,6.33,6.4,3.95,"(5000, 10000]",160.0224023875713
0.4,3,1,3,61.9,59.0,4.72,4.75,2.93,"[0, 5000]",65.6905985766887
0.7,0,3,0,65.3,59.0,5.5,5.47,3.58,"[0, 5000]",107.70429357357034
0.9,1,2,3,62.7,58.0,6.16,6.09,3.84,"[0, 5000]",144.05529282112875
0.33,3,0,4,61.8,55.0,4.43,4.44,2.74,"[0, 5000]",53.893606793769806
0.3,4,4,2,60.4,61.0,4.3,4.34,2.61,"[0, 5000]",48.7078219153022
0.31,2,1,2,62.7,58.0,4.31,4.33,2.71,"[0, 5000]",50.574832149347294
1.51,5,3,4,61.8,57.0,7.36,7.31,4.53,15000+,243.72126180148516
0.52,2,4,2,63.1,57.0,5.14,5.09,3.23,"[0, 5000]",84.50519883723634
0.3,5,1,1,63.0,58.0,4.27,4.34,2.71,"[0, 5000]",50.221180248302474
0.42,2,2,1,63.6,57.0,4.76,4.7,3.01,"[0, 5000]",67.33972029186235
0.41,2,0,4,62.6,57.0,4.74,4.78,2.98,"[0, 5000]",67.51845613545213
0.81,3,3,3,61.2,60.0,6.0,5.99,3.67,"[0, 5000]",131.89979770202626
1.12,2,4,3,61.6,58.0,6.72,6.62,4.11,"[0, 5000]",182.83910107030087
1.02,1,0,1,63.4,59.0,6.37,6.41,4.05,"[0, 5000]",165.36838588054633
1.18,5,3,3,62.8,57.0,6.77,6.71,4.23,"(5000, 10000]",192.15494241749573
0.3,3,0,3,62.2,60.0,4.28,4.3,2.67,"[0, 5000]",49.13868599256539
1.55,2,4,2,63.2,57.0,7.35,7.31,4.64,"(5000, 10000]",249.3002276403143
0.3,3,5,4,62.4,55.0,4.32,4.34,2.7,"[0, 5000]",50.62176468532576
0.59,2,2,2,63.0,56.0,5.3,5.34,3.35,"[0, 5000]",94.81170342216484
0.32,1,0,4,62.4,54.0,4.4,4.38,2.74,"[0, 5000]",52.80528270801548
1.0,2,1,4,61.9,56.0,6.37,6.45,3.97,"(5000, 10000]",163.113398421588
0.26,5,1,3,58.9,61.0,4.19,4.16,2.46,"[0, 5000]",42.87878367770382
0.33,3,1,4,61.8,55.0,4.45,4.48,2.76,"[0, 5000]",55.02335768573761
1.01,1,4,4,60.1,60.0,6.54,6.5,3.92,"[0, 5000]",166.63920227127073
1.03,1,3,4,61.8,55.0,6.5,6.52,4.02,"[0, 5000]",170.36759869327545
0.38,3,1,4,61.7,55.0,4.68,4.66,2.88,"[0, 5000]",62.80934213534536
0.4,5,3,3,61.7,59.0,4.76,4.73,2.93,"[0, 5000]",65.96836894108972
0.57,2,1,4,61.9,56.0,5.35,5.32,3.3,"[0, 5000]",93.92459999923699
0.3,1,0,2,61.8,58.0,4.29,4.32,2.66,"[0, 5000]",49.29725111122516
0.39,2,4,2,58.4,63.0,4.8,4.85,2.82,"[0, 5000]",65.64959976367942
0.71,4,0,3,59.2,59.0,5.9,5.85,3.48,"[0, 5000]",120.11220064172741
1.01,4,2,1,59.0,62.0,6.56,6.6,3.88,"(5000, 10000]",167.98848106216423
1.07,1,2,3,61.8,59.0,6.53,6.57,4.05,"[0, 5000]",173.75352330545488
1.54,3,0,3,62.7,59.0,7.33,7.29,4.58,15000+,244.73549809521492
1.35,5,3,4,61.5,55.0,7.11,7.16,4.39,"(10000, 15000]",223.48435663706962
0.31,3,0,4,62.1,55.0,4.35,4.32,2.69,"[0, 5000]",50.550481975736595
1.23,4,3,3,62.8,56.0,6.86,6.81,4.29,"(5000, 10000]",200.41421443454928
0.96,3,4,2,61.2,57.0,6.34,6.38,3.89,"[0, 5000]",157.34739885265756
0.58,2,1,0,64.4,57.0,5.26,5.24,3.38,"[0, 5000]",93.16091513879377
0.52,3,0,3,61.2,58.0,5.16,5.2,3.17,"[0, 5000]",85.057436411972
1.1,3,2,2,61.1,57.0,6.65,6.71,4.08,"(5000, 10000]",182.05572024150842
0.35,7,3,4,61.5,55.0,4.53,4.57,2.8,"[0, 5000]",57.96588387490751
0.4,2,3,4,60.2,56.0,4.83,4.77,2.89,"[0, 5000]",66.58300009892173
1.21,2,4,2,63.5,60.0,6.65,6.61,4.21,"(5000, 10000]",185.05687306863797
0.38,5,4,4,61.4,57.0,4.63,4.65,2.85,"[0, 5000]",61.35907572183603
0.81,3,1,4,62.0,57.0,5.96,5.98,3.7,"[0, 5000]",131.87096296413424
0.34,6,0,4,61.7,56.0,4.46,4.48,2.76,"[0, 5000]",55.14700851591492
0.57,2,3,4,62.0,55.0,5.35,5.32,3.31,"[0, 5000]",94.20921973191254
0.4,2,1,1,63.6,57.0,4.65,4.69,2.97,"[0, 5000]",64.77124774259094
0.5,1,0,1,63.7,60.0,5.09,5.02,3.22,"[0, 5000]",82.27679888492395
0.3,4,3,2,63.1,56.0,4.26,4.24,2.68,"[0, 5000]",48.407233193527084
1.51,4,3,2,62.9,58.0,7.32,7.41,4.63,"(10000, 15000]",251.13676292537488
1.19,4,0,4,61.1,57.0,6.84,6.87,4.19,"(10000, 15000]",196.89145580129235
0.41,1,2,4,61.1,57.0,4.8,4.86,2.95,"[0, 5000]",68.81760573749557
1.32,2,3,3,60.6,58.0,7.12,7.06,4.3,"(5000, 10000]",216.14896436164835
0.5,3,4,4,60.8,56.0,5.17,5.19,3.14,"[0, 5000]",84.25342698705778
1.2,1,3,1,63.1,57.0,6.73,6.77,4.26,"[0, 5000]",194.09455643158722
0.32,7,3,2,61.8,55.0,4.39,4.45,2.73,"[0, 5000]",53.33191146471028
1.01,2,3,3,59.8,58.0,6.54,6.58,3.92,"[0, 5000]",168.6901443432922
1.24,2,5,4,61.3,56.0,6.9,6.93,4.24,"(5000, 10000]",202.74406683563237
0.32,1,0,4,59.8,57.0,4.46,4.4,2.65,"[0, 5000]",52.00360344343192
0.51,3,3,2,61.2,55.0,5.13,5.16,3.15,"[0, 5000]",83.38302191883079
0.61,3,3,1,59.6,61.5,5.47,5.52,3.27,"[0, 5000]",98.73568329579739
0.55,6,4,4,61.7,55.0,5.27,5.3,3.27,"[0, 5000]",91.33437242361066
0.24,5,1,2,62.1,59.0,3.95,4.0,2.47,"[0, 5000]",39.026000923156744
0.9,2,3,1,57.7,62.0,6.29,6.23,3.61,"[0, 5000]",141.46398246431448
1.58,2,6,2,61.6,57.0,7.47,7.54,4.62,"(5000, 10000]",260.21594092911556
1.01,0,1,0,64.5,54.0,6.31,6.22,4.03,"[0, 5000]",158.17024746499794
0.32,7,3,4,61.4,55.0,4.42,4.44,2.72,"[0, 5000]",53.37945817078403
0.42,3,4,2,59.0,57.0,4.92,4.95,2.91,"[0, 5000]",70.87014045850745
0.83,2,4,3,62.5,59.0,6.02,5.95,3.74,"[0, 5000]",133.96305562279701
2.01,1,6,3,62.0,59.0,8.04,8.1,5.0,"(10000, 15000]",325.62001379013054
0.31,3,0,4,62.1,55.0,4.32,4.38,2.7,"[0, 5000]",51.08832426715862
1.01,2,4,2,63.5,57.0,6.31,6.35,4.02,"[0, 5000]",161.07536535597805
0.97,1,3,3,61.3,57.0,6.37,6.32,3.89,"[0, 5000]",156.60518166341586
1.16,2,5,3,62.7,57.0,6.76,6.67,4.21,"[0, 5000]",189.82554231847396
0.3,2,1,1,63.7,58.0,4.24,4.27,2.71,"[0, 5000]",49.06400582292935
1.03,1,1,3,61.8,56.0,6.5,6.47,4.01,"[0, 5000]",168.64055415697067
0.52,3,1,3,61.6,59.0,5.16,5.14,3.17,"[0, 5000]",84.07600535334011
0.41,3,3,4,62.1,57.0,4.78,4.72,2.95,"[0, 5000]",66.55672103868471
0.73,3,1,1,63.3,60.0,5.67,5.73,3.61,"[0, 5000]",117.28564956033034
1.23,5,3,4,60.3,57.0,6.98,6.97,4.21,"(10000, 15000]",204.8190222501735
0.9,1,3,2,64.2,60.0,6.02,6.09,3.89,"[0, 5000]",142.61440896739586
1.51,2,2,0,65.8,56.0,7.16,7.12,4.7,"(5000, 10000]",239.60222131912275
1.02,1,0,2,58.8,58.0,6.62,6.68,3.91,"[0, 5000]",172.90645236319344
0.73,1,5,2,63.0,58.0,5.71,5.75,3.61,"[0, 5000]",118.52532234756944
1.01,2,4,2,61.9,59.0,6.4,6.43,3.97,"(5000, 10000]",163.3734392502498
0.31,3,2,4,62.1,57.0,4.34,4.36,2.7,"[0, 5000]",51.090484263076895
0.5,2,1,4,61.9,60.0,5.06,5.09,3.14,"[0, 5000]",80.87196021169474
0.32,6,3,2,61.2,59.0,4.41,4.45,2.71,"[0, 5000]",53.182391628990196
1.5,5,5,3,59.7,60.0,7.62,7.46,4.5,"(10000, 15000]",255.80339746627806
0.6,4,4,4,61.3,55.0,5.47,5.49,3.36,"[0, 5000]",100.90179677282279
0.76,0,3,3,63.0,55.0,5.83,5.74,3.65,"[0, 5000]",122.14432672246923
1.04,4,2,1,63.2,57.0,6.41,6.44,4.06,"(5000, 10000]",167.5984191374321
1.07,2,2,4,62.7,56.0,6.47,6.53,4.08,"(5000, 10000]",172.3763247252882
1.03,1,2,2,63.3,59.0,6.35,6.32,4.01,"[0, 5000]",160.92933113966947
0.31,1,3,2,61.8,59.0,4.3,4.34,2.67,"[0, 5000]",49.82754538585682
0.59,1,0,3,62.6,61.0,5.33,5.27,3.32,"[0, 5000]",93.25580845246414
0.5,6,3,2,62.3,59.0,5.01,5.04,3.13,"[0, 5000]",79.03375790214166
1.04,3,3,2,61.8,56.0,6.47,6.5,4.01,"(5000, 10000]",168.64055415697067
1.02,2,4,4,61.9,57.0,6.46,6.4,3.98,"(5000, 10000]",164.5491242122269
0.3,2,3,2,60.1,58.0,4.31,4.34,2.6,"[0, 5000]",48.63403928033823
0.34,3,2,4,61.0,57.0,4.5,4.48,2.74,"[0, 5000]",55.23840042743683
0.24,5,2,2,62.0,58.0,3.95,3.98,2.46,"[0, 5000]",38.67366125190736
1.33,7,2,4,60.2,57.0,7.12,7.17,4.3,15000+,219.51672854457846
1.01,3,1,1,63.7,56.0,6.27,6.29,4.0,"(5000, 10000]",157.753198563385
2.01,2,4,3,60.6,62.0,8.08,8.05,4.89,15000+,318.0651558485792
0.26,6,2,4,62.7,55.0,4.1,4.07,2.56,"[0, 5000]",42.71871985326761
0.41,2,3,1,64.3,54.0,4.68,4.72,3.02,"[0, 5000]",66.71058616639723
0.31,5,5,3,59.4,59.0,4.41,4.44,2.63,"[0, 5000]",51.49645312265961
0.41,1,0,3,62.3,61.0,4.75,4.72,2.95,"[0, 5000]",66.13899812912936
0.71,2,2,3,63.0,59.0,5.69,5.62,3.56,"[0, 5000]",113.84096499687575
1.02,1,2,4,61.3,56.0,6.5,6.48,3.98,"[0, 5000]",167.63760129680634
1.52,2,3,4,60.3,57.0,7.47,7.51,4.52,"(10000, 15000]",253.5706435360544
1.27,4,5,4,62.8,57.0,6.86,6.89,4.32,"(5000, 10000]",204.18653613094705
0.26,6,1,4,61.7,56.0,4.09,4.11,2.53,"[0, 5000]",42.529049487286585
0.56,4,4,2,59.8,56.0,5.35,5.38,3.21,"[0, 5000]",92.39343141635892
0.4,6,5,3,61.5,58.0,4.76,4.7,2.91,"[0, 5000]",65.10252240863788
1.02,4,1,2,60.1,59.0,6.48,6.53,3.91,"(5000, 10000]",165.44931343473638
0.25,5,0,2,62.0,61.0,3.99,4.04,2.49,"[0, 5000]",40.13780387067032
1.51,0,5,0,65.7,61.0,7.08,7.02,4.63,"(5000, 10000]",230.11841058290855
0.7,3,3,3,58.7,53.0,5.86,5.83,3.43,"[0, 5000]",117.18183741706083
